ranking_code,source_ranking_slug,source_period_slug,source_type,source_id,target_type,rank_no,title,image_url,author_name,narrator_name,summary,source_url,jump_url,source
LR_RANK_HOT_ALL,hot,all,book,199,album,13,斗罗大陆|完结|单播|晨诵无声,https://bookpic.lrts.me/yL9YNtW7JdqMxRxNGMNyoU1mjVZVE5R2-1-199.png,唐家三少,晨诵无声,本书讲述了唐门外门弟子唐三到斗罗大陆，在这片武魂的世界再铸唐门辉煌的故事！,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/199,lrts
LR_RANK_HOT_ALL,hot,all,book,32219,album,14,修真界败类|曲老三演播|穿越异世|修真逆袭|仙凡奇遇|逆天改命,https://bookpic.lrts.me/VTYVEHoJWECfqPX1AbpyLDLi9I8xceTT-1-32219.png,跃千愁,蛐蛐播音,臭名昭着的死刑犯，死后来到一个陌生的世界。这里没有四个轮子的奔驰，有四个蹄子的宝马。天上没有飞机，有在天上飞的仙人。没有手机电话也没关系，有千里传音……这个世界太,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/32219,lrts
LR_RANK_HOT_ALL,hot,all,book,1868,album,15,杀神|百人多播剧|热播过亿|完结畅听,https://bookpic.lrts.me/xgaRLFMOnyjpYVIkpoK5fULW2jaVHhJN-1-1868.png,逆苍天,五道口有声剧社,有人说主角圣母，石岩只是淡淡一笑，如果不是曾经被封印，我差点就信了。 一个奇诡的修炼世界，一段热血的冒险之旅。 在这个疯狂世界，神已无力回天，就让我踏着漫天诸神的,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/1868,lrts
LR_RANK_HOT_ALL,hot,all,book,18616507,album,16,第一召唤师|全网首发|多播精配|七猫霸榜神作|第一瞳术师姊妹篇,https://bookpic.lrts.me/OeyvL0WAt3l0RGpYuKRlHcG3RvtbjeXF-1-18616507.png,喵喵大人,汉盟声产队,灵契召万兽 魂印破九幽 沈烟，本是末世最强的异能统治者，却在对付丧尸时遭逢队友背叛陨落。再次睁眼时，她发现自己竟成为归元大陆召唤师家族的废材少女！废材？她觉醒主心,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/18616507,lrts
LR_RANK_HOT_ALL,hot,all,book,34699,album,17,天才相师|女播版|天才横空出世|天眼看穿|堪舆风水|算命相面|探物寻宝|鉴藏本领,https://bookpic.lrts.me/myuNQuLNfcUbmY1UfVqa7T54jo4Ng0Qs-1-34699.png,打眼,晗玉,一个天才横空出世，一双天眼看穿凡间俗事。一手堪舆风水、算命相面，教你改变自己的命运。 一手明辨真伪，探物寻宝，让你练就一身鉴藏本领。,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/34699,lrts
LR_RANK_HOT_ALL,hot,all,book,32172,album,18,抗日之兵魂传说|穿越抗战|百发百中|搅局破敌|智斗逆袭|热血反杀,https://bookpic.lrts.me/GwmjXXaMbF95E2fqHu61peVeP46hUW3j-1-32172.png,佚名,哀家,现代兵王一不小心穿越到了抗战时期一个傻子兵上，他一把步枪百发百中，且看这个傻子兵如何给日军搅局。,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/32172,lrts
LR_RANK_HOT_ALL,hot,all,book,202,album,19,百炼成仙|升级流|玄幻+,https://bookpic.lrts.me/Ym2Y77Dc4XlbkoY9ZD7mFoJ2RgXeGYiQ-1-202.png,佚名,皖宣灿灿,阅文大神作者幻雨经典代表作！经典武侠小说。废材家伙修真界收废品，心存善念得机缘，最终踏上修仙之路。,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/202,lrts
LR_RANK_HOT_ALL,hot,all,book,2880,album,20,绝世唐门（斗罗大陆第二部）|御剑听风|暮然FM|有声主播红樱桃,https://bookpic.lrts.me/GAlTN7rUpBc7Mit5KoNdj7pCND8dhaCR-1-2880.png,唐家三少,斗罗大陆,玄幻+优质作品！唐门暗器能否重振雄风，唐门能否重现辉煌，一切尽在《斗罗大陆》第二部——《绝世唐门》！,https://www.lrts.me/rank/hot/all,https://www.lrts.me/book/2880,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,60683146,album,1,诛仙,https://bookpic.lrts.me/42hQ6YK2dLtJ9Bt28XlsEKbSuoljWVek-1-60683146.png,萧鼎,冠声文化,以东方玄幻为背景，融合青云门、天音寺、焚香谷等正邪势力，构建出一个兼具传统神话与修真体系的宏大世界。故事围绕平凡少年‌张小凡‌的成长展开，探讨“天地不仁以万物为刍,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/60683146,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,74368108,album,2,猫小九历险记|少儿大型奇幻冒险|奇喵宇宙,https://bookpic.lrts.me/jgM7QCMm58kVLgwmEgw3mVZ1UjCey56f-1-74368108.png,佚名,奇喵君故事,作为土猫部落里的小土猫，猫小九一直被人欺负和嘲笑，只是这一切，从一颗神秘的石珠开始改变了…… 跟着猫小九和他的朋友们一路披荆斩棘、击败对手，直到成为猫族最强战神吧,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/74368108,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,79749523,album,3,循规蹈矩能叫重生吗|真人多播|大学校园多女主|随心所欲2.0,https://bookpic.lrts.me/GK7dxMSN0PUijMkAMOF7d2wrjTKtcfPD-1-79749523.png,法学院新生,水丘溟,【真人多播】搞事业、谈恋爱、泡妹子！走起！水丘溟领衔演播多人有声剧，水丘声工厂出品。,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/79749523,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,18470271,album,4,蛊真人|大爱仙尊|暗黑流|多人有声剧|曲中人工作室|大反派,https://bookpic.lrts.me/qgqjZAmlnAobsaI35TaupxJxni7DPLfa-1-18470271.png,蛊真人,曲中人有故事,人是万物之灵，蛊是天地真精。三观不正，魔头重生。 昔日旧梦，同名新作。一个穿越者不断重生的故事。 一个养蛊、炼蛊、用蛊的奇特世界。 春秋蝉、月光蛊、酒虫、一气金光,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/18470271,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,38490616,album,5,神秘复苏|冠冠演播|恐怖惊悚|火爆神作灵异悬疑|江湖物资|异能布局,https://bookpic.lrts.me/TLbkyoOYi3WHrVGgzGA6qA3uQ6qJLSY4-1-38490616.png,佛前献花,冠冠,人是杀不死鬼的！能对付鬼的只有鬼！驭鬼者！ “我叫杨间，当你看到这句话的时候我已经死了......” 一张诡异的羊皮卷，一只窥视黑暗的眼睛，这是一个活下来的人经历,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/38490616,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,58300278,album,6,北派盗墓笔记|周建龙演播|全网霸榜|写实盗墓文| 灵异探险|作者云峰,https://bookpic.lrts.me/1dG1x8A9dfn6I4RlEDXSYHHbkpaXwAT2-1-58300278.png,云峰,周建龙本尊,我是一个东北山村的穷小子，二十世纪初，为了出人头地，我加入了一个北方派盗墓团伙。从南到北，江湖百态，三教九流，这么多年从少年混到了中年，酒量见长，岁月蹉跎，我曾接,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/58300278,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,80096635,album,7,都市爱情小说,https://bookpic.lrts.me/nO67eEdjgJlMQ4OAOa8Gd3Ahl5YMLqKW-1-80096635.png,oceans,oceanzbz,这一篇是都市爱情故事,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/80096635,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,37313848,album,8,重生之将门毒后|浓缩精华版|54集全|沈妙谢景行|月白花繁多播精品,https://bookpic.lrts.me/YNN53FObDqVFTaDEvLggy48QuPI7MWn0-1-37313848.png,千山茶客,月白花繁,复仇更烈 权谋更深 宿命更燃完整保留全书封神名场面浓缩的是篇幅，提纯的是爽感！以声为刃，重铸将门风骨！ 前世赐死冷宫，今生血债血偿—— 校场一箭惊天下，后宅复仇不,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/37313848,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,84358452,album,9,夏夜的怪盗|儿童情景剧|睡前故事|侦探系列故事,https://bookpic.lrts.me/m9dOxVqnlZ9f0qjQbpVlsClDfH4orzuU-1-84358452.png,竭宝峰,叮当宝贝,想当小侦探吗？想解锁 “看穿真相” 的超能力吗？快来听《儿童侦探系列故事》！ 深夜巷子里的 “无血脚印” 藏着什么秘密？会被音乐影响的 “特殊蜂类” 有什么特别之,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/84358452,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,94326793,album,10,道士不好惹|古井观传奇|全新重制多人版|风水玄学|骨头演播,https://bookpic.lrts.me/wf5zrq5UvwKVUQQ9Kxg3MjIFhQybM16R-1-94326793.png,困的睡不着,萌鹿剧场,晋忠和老板踏上终南山古井村的神秘之旅，陈三金因家族厄运寻求道观庇护。向缺发现陈家风水遭破坏，与厉鬼激战并成功驱除，却揭露更大阴谋。陈三金调查内鬼，向缺潜入湖底破解,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/94326793,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,80008959,album,11,植物大战僵尸,https://bookpic.lrts.me/bk27vpasczXfqulostzlzo5zvgmmjg96.png,佚名,故事窝,大蒜读恐怖故事后怕黑，开灯、买小夜灯引发笑话；毒豹僵尸戴假发成潮流；仙人掌与土豆地雷智斗父母；胆小姑与冰川姑赌约泪别；大嘴花奇装异服搞笑抗僵尸；大喷菇森林历险后返,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/80008959,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,33901908,album,12,宫阙有时晴|古风大女主爽文|男女主灵魂互换|精品双播,https://bookpic.lrts.me/tmNS1Z4YuMjClyMYOJlTvt2aRyeuPWe0-1-33901908.png,佚名,心不在焉,沈时晴，先大学士之女，宁安伯府谢家二少夫人。\n人人皆知她寡言淡泊，柔软可欺。\n婚后第七年，她被幽禁城外佛堂，谢家上下逼她自请下堂。\n赵肃睿，当朝皇帝，年号昭,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/33901908,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,41320473,album,13,灵境行者|百人多播|全网最新版|都市爽文,https://bookpic.lrts.me/E3qHgYFZ3ZTc0jUX6fSSUpdPSKGv7jHc-1-41320473.png,卖报小郎君,非常有声,当了十八年凡人，直到收到夜游神角色卡那天，我才知道世界上有一种叫灵境的异能空间……亘古通今，传闻世有灵境。 关于灵境的说法，历朝历代的名人雅士众说纷纭，诗中记载：,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/41320473,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,97216133,album,14,穿成弃妃后，摄政王手把手教我如何撩他|女强穿越赚钱,https://bookpic.lrts.me/8mRh1mkTdVWvRVUUehlRJtupIR1UmLti-1-97216133.png,熊三,善读文学,权谋+经商+双强+打脸+智商在线\n22世纪驭音女王一朝变为御王府的弃妃，\n不受宠，不受待见，与人私通被贬冷院，\n好在她不屑后院之争，开青楼，设赌坊，\n左手,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/97216133,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,17261511,album,15,夜伴灵声,https://bookpic.lrts.me/yIQgJetQ6qV4LTMAGB1KfEjTSEVO6KdT-1-17261511.png,天野,姗姗谜研社,嘘！听...耳机里有东西在调整频率！ 别回头~惊悚离奇的故事就在你身边！ 收听建议——立即订阅|耳机收听3D音效，带你入局,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/17261511,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,43774583,album,16,巫师：苟在蒸汽纪元加点猎魔|克鲁苏|堪比真人|多播,https://bookpic.lrts.me/C4ViZzRjnDzXwqAsosoTgSxa5gmNCtor-1-43774583.png,卫四月,主播酷言,蒸汽时代下，原初从沉眠中苏醒，旧日主宰在人间行走。 神祇降临，古老苏醒，邪祟在欢歌。 诡怪、邪神、畸变， 高悬红月，禁忌之海，裂变荒原，黎明圣域， 一处处诡异，荒,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/43774583,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,41217,album,17,关勇超：赌王传奇|何鸿燊传,https://bookpic.lrts.me/waVAEskFlbxDlZUrlrh7P52VRfzs4XW5-1-41217.png,佚名,关勇超,何鸿燊出身豪门却家道中落，从流浪儿奋发图强，考取奖学金、学外语、押船脱险，积累财富与李婉华相爱；黑社会威胁迫使他含恨离澳，在香港成为地产大亨；多年后重返澳门，联手,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/41217,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,27473813,album,18,我真没想重生啊|重生逆袭|青春抉择|情感纠葛|甜蜜邂逅|心动抉择,https://bookpic.lrts.me/FMG8FJlEuyESkN2Eueb8GRKC6GqfZXYs-1-27473813.png,佚名,创见未来,万万没想到，社会精英、钻石单身汉的陈汉升居然重生了，一觉醒来变成了高三毕业生。 十字路口的陈汉升也在犹豫，宝藏女孩沈幼楚和白月光萧容鱼，应该选择谁？,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/27473813,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,40743105,album,19,墨唐|单播版,https://bookpic.lrts.me/jOASys1OCu6FVLh67TwB3bsNdMF1KcYm-1-40743105.png,佚名,呱呱有声,一个当代宅男穿越到初唐一个墨家子弟身上，就像一滴墨水滴在水杯中，很快，整个大唐就被渲染的乌七八黑。,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/40743105,lrts
LR_RANK_COMMENT_WEEK,comment,week,book,98689901,album,20,青山|头陀渊演播丨轻松搞笑丨重生穿越丨古代权谋丨多人有声剧,https://bookpic.lrts.me/ENYEhwfiC3nGJM0A7WuXF6pH0h1hLCpV-1-98689901.png,,头陀渊讲故事,【头陀渊惊喜福利】评论区留言送辣条！ 洛城夜幕下的骏马与少年郎，马蹄在青石板上踩出哒哒声响。他仿佛说书先生故事中的人物，从云瀑中来，往江湖中处去，行至青山，看晚霞,https://www.lrts.me/rank/comment/week,https://www.lrts.me/book/98689901,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,60683146,album,1,诛仙,https://bookpic.lrts.me/42hQ6YK2dLtJ9Bt28XlsEKbSuoljWVek-1-60683146.png,萧鼎,冠声文化,以东方玄幻为背景，融合青云门、天音寺、焚香谷等正邪势力，构建出一个兼具传统神话与修真体系的宏大世界。故事围绕平凡少年‌张小凡‌的成长展开，探讨“天地不仁以万物为刍,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/60683146,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,74368108,album,2,猫小九历险记|少儿大型奇幻冒险|奇喵宇宙,https://bookpic.lrts.me/jgM7QCMm58kVLgwmEgw3mVZ1UjCey56f-1-74368108.png,佚名,奇喵君故事,作为土猫部落里的小土猫，猫小九一直被人欺负和嘲笑，只是这一切，从一颗神秘的石珠开始改变了…… 跟着猫小九和他的朋友们一路披荆斩棘、击败对手，直到成为猫族最强战神吧,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/74368108,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,79749523,album,3,循规蹈矩能叫重生吗|真人多播|大学校园多女主|随心所欲2.0,https://bookpic.lrts.me/GK7dxMSN0PUijMkAMOF7d2wrjTKtcfPD-1-79749523.png,法学院新生,水丘溟,【真人多播】搞事业、谈恋爱、泡妹子！走起！水丘溟领衔演播多人有声剧，水丘声工厂出品。,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/79749523,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,18470271,album,4,蛊真人|大爱仙尊|暗黑流|多人有声剧|曲中人工作室|大反派,https://bookpic.lrts.me/qgqjZAmlnAobsaI35TaupxJxni7DPLfa-1-18470271.png,蛊真人,曲中人有故事,人是万物之灵，蛊是天地真精。三观不正，魔头重生。 昔日旧梦，同名新作。一个穿越者不断重生的故事。 一个养蛊、炼蛊、用蛊的奇特世界。 春秋蝉、月光蛊、酒虫、一气金光,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/18470271,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,38490616,album,5,神秘复苏|冠冠演播|恐怖惊悚|火爆神作灵异悬疑|江湖物资|异能布局,https://bookpic.lrts.me/TLbkyoOYi3WHrVGgzGA6qA3uQ6qJLSY4-1-38490616.png,佛前献花,冠冠,人是杀不死鬼的！能对付鬼的只有鬼！驭鬼者！ “我叫杨间，当你看到这句话的时候我已经死了......” 一张诡异的羊皮卷，一只窥视黑暗的眼睛，这是一个活下来的人经历,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/38490616,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,58300278,album,6,北派盗墓笔记|周建龙演播|全网霸榜|写实盗墓文| 灵异探险|作者云峰,https://bookpic.lrts.me/1dG1x8A9dfn6I4RlEDXSYHHbkpaXwAT2-1-58300278.png,云峰,周建龙本尊,我是一个东北山村的穷小子，二十世纪初，为了出人头地，我加入了一个北方派盗墓团伙。从南到北，江湖百态，三教九流，这么多年从少年混到了中年，酒量见长，岁月蹉跎，我曾接,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/58300278,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,37313848,album,7,重生之将门毒后|浓缩精华版|54集全|沈妙谢景行|月白花繁多播精品,https://bookpic.lrts.me/YNN53FObDqVFTaDEvLggy48QuPI7MWn0-1-37313848.png,千山茶客,月白花繁,复仇更烈 权谋更深 宿命更燃完整保留全书封神名场面浓缩的是篇幅，提纯的是爽感！以声为刃，重铸将门风骨！ 前世赐死冷宫，今生血债血偿—— 校场一箭惊天下，后宅复仇不,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/37313848,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,80495984,album,8,【谦儿新书】我当阴阳先生的那几年,https://bookpic.lrts.me/MQ8JP2UryBfiHDR6bYRCcLqvLUPGtVoX-1-80495984.png,崔走召,谦儿2016,崔作非意外溺水身亡，死后在阴市遇到九叔，九叔传授“三清书”，崔作非成为三清传人。毕业后，崔作非经人介绍去面馆打工，认识另一位三清传人“易欣星”，之后两人臭味相投一,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/80495984,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,80096635,album,9,都市爱情小说,https://bookpic.lrts.me/nO67eEdjgJlMQ4OAOa8Gd3Ahl5YMLqKW-1-80096635.png,oceans,oceanzbz,这一篇是都市爱情故事,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/80096635,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,94326793,album,10,道士不好惹|古井观传奇|全新重制多人版|风水玄学|骨头演播,https://bookpic.lrts.me/wf5zrq5UvwKVUQQ9Kxg3MjIFhQybM16R-1-94326793.png,困的睡不着,萌鹿剧场,晋忠和老板踏上终南山古井村的神秘之旅，陈三金因家族厄运寻求道观庇护。向缺发现陈家风水遭破坏，与厉鬼激战并成功驱除，却揭露更大阴谋。陈三金调查内鬼，向缺潜入湖底破解,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/94326793,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,76935181,album,11,夫人请住手|后宫|多播|多女主|搞笑|精品有声剧,https://bookpic.lrts.me/nQ2rYcRXICtlouYYFA74oCiNSJlKhezR-1-76935181.png,竹叶糕,墨上晖,身份替换，扮猪吃虎，掀起江湖与朝堂风云；纵横捭阖，红旗不倒，彩旗飘飘。 我不是好人，但我的人生很精彩！,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/76935181,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,18664199,album,12,剑来|精品三播|动漫2剧情抢先听|对应第66集,https://bookpic.lrts.me/a1bb68c0f2e3496ca3f13d515f10eda2.png,佚名,TME有声剧场,收听指引： 动漫第二季的第8集，对应第96集：嫁衣女鬼 动漫第二季的第7集，对应第90集：天地有气 动漫第二季的第6集：对应第87集：阿良斩白玉京 动漫第2季剧情,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/18664199,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,89162581,album,13,重回小渔村|赶海|年代文|都市重生爽文|种田|多人精品有声剧,https://bookpic.lrts.me/EcFmukjNjRK3qXWnHWIoRelY1nsugXDy-1-89162581.png,米饭的米,游美有声都市精品有声书,叶耀东只是睡不着觉，想着去甲板上吹吹风，尿个尿，没想到掉海里回到了1982年。 还是那个熟悉的小渔村，只是他已经不是年轻时候的他了。 混账了半辈子，这回他想好好来,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/89162581,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,43777416,album,14,重生后我嫁给了渣男他爹,https://bookpic.lrts.me/kEZpjmZpZoTXxZn0aQtGaGvFeyc1mKIH-1-43777416.png,凯旋月,声漫有声,重生嫁公公，狠狠打脸渣男！自己的命运这一世我要做主 重生一世对她来说以是莫大的复仇机会，上一世被未婚夫退婚，被心机女陷害，被自己的相公折磨致死。 这一世被同样重生,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/43777416,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,41320473,album,15,灵境行者|百人多播|全网最新版|都市爽文,https://bookpic.lrts.me/E3qHgYFZ3ZTc0jUX6fSSUpdPSKGv7jHc-1-41320473.png,卖报小郎君,非常有声,当了十八年凡人，直到收到夜游神角色卡那天，我才知道世界上有一种叫灵境的异能空间……亘古通今，传闻世有灵境。 关于灵境的说法，历朝历代的名人雅士众说纷纭，诗中记载：,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/41320473,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,40940606,album,16,苟在武道世界成圣|东方玄幻|穿越重生|逆袭人生|精品多人剧,https://bookpic.lrts.me/qiRopsLouKEawVzFc6TbKEaM3n4iEB6W-1-40940606.png,在水中的纸老虎,声音盒子工作室,遭遇穿越，资质平平的陈庆只想活着，于是他成了最不起眼的扫地杂役。 【宗门天才为秘籍打生打死？】 【魔道巨擘下山掀起血雨？】十步之外，暗器快；十步之内，暗器又准又快,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/40940606,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,43230136,album,17,猫四月与精灵传说光明魔法篇,https://bookpic.lrts.me/PfHQoOdj7GRTo5FKBkLXAkpE45sfTOF2-1-43230136.png,奇喵君故事,奇喵君故事,兰梦大陆，是一片兽人与魔兽共存的世界。 大多孩子，会在十岁的觉醒仪式中，获得一个法球，法球孵化后，就会觉醒专属于自己的伴生精灵。由精灵的种类延伸出两种发展方向——,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/43230136,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,32814668,album,18,青山|2025多播精品版|会说话的肘子|穿越重生|权谋烧脑|轻松,https://bookpic.lrts.me/pZ0RqRgCCmNaTSfWmdiu84gwvZA55Oyy-1-32814668.png,会说话的肘子,熊猫怕冷剧社,当现代的复仇之火燃尽过往，陈迹携同归于尽的决绝，从血色终局坠入架空王朝的迷雾。 这位曾被构陷入狱的复仇者，以多重身份周旋于拨云诡谲的朝堂和江湖——既是大世族边缘庶,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/32814668,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,73280937,album,19,活人禁忌（山海传人）|民俗悬疑|深夜书屋|鬼故事,https://bookpic.lrts.me/ORJtqsSNTC4rQY0Lgci9yl4r0wPEdgDn-1-73280937.png,盗门九当家,有声的周扒皮,主角左十三天生阴阳眼，因命格大凶自幼遭遇百鬼围宅，爷爷为救他安排与女鬼安如霜结缘，由此揭开身世并踏上阴阳两界的冒险，老辈流传的“活人规矩”，比如忌深夜对镜梳头、忌,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/73280937,lrts
LR_RANK_COMMENT_MONTH,comment,month,book,98689901,album,20,青山|头陀渊演播丨轻松搞笑丨重生穿越丨古代权谋丨多人有声剧,https://bookpic.lrts.me/ENYEhwfiC3nGJM0A7WuXF6pH0h1hLCpV-1-98689901.png,,头陀渊讲故事,【头陀渊惊喜福利】评论区留言送辣条！ 洛城夜幕下的骏马与少年郎，马蹄在青石板上踩出哒哒声响。他仿佛说书先生故事中的人物，从云瀑中来，往江湖中处去，行至青山，看晚霞,https://www.lrts.me/rank/comment/month,https://www.lrts.me/book/98689901,lrts
LR_RANK_COMMENT_ALL,comment,all,book,32554790,album,1,父与子|新编幽默爆笑情景剧,https://bookpic.lrts.me/b195ab996e414efa94f80e2550ba9581.png,卜劳恩,小胆儿,该长篇连环漫画溢满了埃·奥·卜劳恩对三岁儿子克里斯蒂安的爱子之情，是世界上流传最广的亲情漫画。 作品中一个个生动幽默的小故事都是来自于漫画家在生活中的真实感受，整,https://www.lrts.me/rank/comment/all,https://www.lrts.me/book/32554790,lrts
LR_RANK_COMMENT_ALL,comment,all,book,37865,album,2,米小圈上学记：四年级|闹闹别闹同款,https://bookpic.lrts.me/WJpzKVNr9aLuvllboeLyOtBFr7ElnoFZ-1-37865.png,佚名,米小圈,顽皮可爱的米小圈上四年级了，在这个新学期里他的同桌成了“卧底”！更为神奇的是米小圈竟然收到了一封来自未来的信！信中说了什么呢？米小圈在未来会是什么样子呢？ 广播剧,https://www.lrts.me/rank/comment/all,https://www.lrts.me/book/37865,lrts
LR_RANK_COMMENT_ALL,comment,all,book,17414348,album,3,米小圈快乐西游记,https://bookpic.lrts.me/CDuVklIk4LtpCQQPnR1JPyKrbC2FiVXi-1-17414348.png,佚名,米小圈,《米小圈快乐西游记》在保留了原著经典情节的基础上，用生动活泼的方式带领孩子们重新领略西游世界的奇幻魅力。 精彩章节无遗漏，故事内容流畅完整。并且把一些冗长、晦涩的,https://www.lrts.me/rank/comment/all,https://www.lrts.me/book/17414348,lrts
LR_RANK_COMMENT_ALL,comment,all,book,12714546,album,4,米小圈三国演义,https://bookpic.lrts.me/ibfxhpKSWbo230qqyogWjRWPu3hpega3-1-12714546.png,北猫,米小圈,《米小圈三国演义》以原著为蓝本精心创作，用生动、有趣的方式讲述了魏蜀吴三国的故事，并且将复杂的名著故事以孩子们易于理解的方式呈现出来，同时通过米小圈的导读互动，让,https://www.lrts.me/rank/comment/all,https://www.lrts.me/book/12714546,lrts
LR_RANK_COMMENT_ALL,comment,all,book,66248597,album,5,我的世界之网游：重启全集|会员免费,https://bookpic.lrts.me/6XLSRZB76U0QrAtHZu5jJh1b5uzGsWJ1-1-66248597.png,佚名,泛泛之娇,我的世界冒险记系列故事之二 我的世界之网游：重启 2059年，我的世界游戏运行了半个世纪，终于迎来了全息时代！胡尧昊利用自己的欧皇体质意外获得了游戏头盔！在游戏里,https://www.lrts.me/rank/comment/all,https://www.lrts.me/book/66248597,lrts
LR_RANK_COMMENT_ALL,comment,all,book,14308885,album,6,新编父与子：亲爱的老爸|亲子爆笑笑话|睡前故事|大有叔叔,https://bookpic.lrts.me/5YvDjOra6W3tB9yR0P9qy0vmAxj2ncGl-1-14308885.png,佚名,大有叔叔,在孩子成长的道路上，爸爸是不可缺席的角色，当调皮的小孩遇上不按常理出牌的老爸，会碰撞出怎样的火花呢？《亲爱的老爸》来告诉你答案！ 这里有搞笑的日常难事、囧事、开心,https://www.lrts.me/rank/comment/all,https://www.lrts.me/book/14308885,lrts
LR_RANK_COMMENT_ALL,comment,all,book,37866,album,7,姜小牙上学记|米小圈兄弟篇,https://bookpic.lrts.me/tqD2QZatEL3Oh4qEpqGFVMydcYtLHKvq-1-37866.png,佚名,米小圈,当代小学生标配，风靡校园的《米小圈上学记》兄弟篇，延续幽默搞笑的日记体叙事方式，小朋友一听就停不下来的魔力书。,https://www.lrts.me/rank/comment/all,https://www.lrts.me/book/37866,lrts
